STDNT_ID	HS_GPA	MAX_ACT_MATH_SCR	MAX_ACT_ENGL_SCR	STDNT_GNDR_SHORT_DES	FIRST_GENERATION	STDNT_UNDREP_MNRTY_CD	ZIP_CODE	MEDIAN_INCOME
6608	3.9	35	34	1	0	0	47283	36116
6226	3.9	28	31	0	1	1	43031	51331
4721	3.9	29	22	0	0	0	05667	44347
3205	3.9	32	33	0	0	0	06231	73750
429	4	32	35	1	0	0	72526	30469
4313	4	28	26	0	0	0	40337	40556
1071	3.66	34	31	0	0	0	83287	45938
2463	3.09	23	16	1	0	0	72395	40496
4350	3.9	32	32	1	0	1	14058	41129
6554	3.9	26	34	1	0	0	48453	35189
2331	3.95	32	29	0	1	0	32181	32425
2172	3.85	33	33	1	0	1	43135	40933
1797	3.82	35	27	1	0	1	25159	38960
6512	3.85	28	27	1	0	1	45332	39306
5485	4	35	29	1	0	0	91325	49411
6214	3.8	23	28	1	0	0	80203	52193
1174	3.9	33	35	1	0	0	44442	45615
2737	3.6	36	35	0	1	1	25564	40060
1219	3.85	34	24	0	0	0	10604	60804
5219	4	29	30	0	0	1	19001	59174
4413	4	30	28	1	1	0	01913	61535
3962	3.9	29	33	1	0	1	12937	38450
1491	3.7	27	29	1	0	0	65810	49317
4639	3.81	34	25	0	0	0	30113	38567
2166	3.89	21	28	1	0	0	31321	40881
482	3.73	19	27	1	0	1	91355	68763
1889	3.6	29	29	1	0	1	33567	36654
517	3.8	31	27	1	0	0	35540	41250
3537	3.71	24	31	0	0	0	08059	47938
4447	3.78	33	34	0	0	1	68066	46598
2240	4	29	31	0	0	0	12419	65417
1295	3.9	27	33	0	0	0	36574	42917
6839	3.8	32	28	0	0	0	78593	25701
4280	3.5	34	34	0	0	0	99025	55487
894	3.9	30	26	0	0	0	34114	31079
535	3.9	35	30	0	0	0	11215	81122
4774	3.81	28	25	0	0	0	78516	26631
4080	3.94	27	28	1	0	0	83344	39318
5603	4	36	28	1	0	0	82644	40332
1460	3.9	28	29	1	0	0	85625	36635
3573	3.7	27	32	1	0	0	95451	47279
146	4	27	25	1	0	1	84657	40893
2582	3.99	35	28	1	1	0	25209	39250
6377	3.9	28	33	0	1	1	38632	51440
2583	3.85	28	30	1	0	0	95469	44464
1449	3.6	34	35	0	0	1	92363	31518
963	0	27	36	0	0	0	68601	39623
889	4	25	30	0	0	0	70043	38662
6433	3.87	28	32	0	0	0	36511	31466
2912	0	26	34	0	1	0	57003	44907
3060	3.9	22	34	1	1	0	41543	21094
6745	3.9	27	29	1	0	1	06382	46385
7001	0	29	19	1	0	0	74085	36827
2635	3.75	28	26	0	0	0	28577	35804
6654	3.9	28	24	0	0	0	55965	41205
6971	3.5	29	28	0	0	0	13813	24615
1081	3.942	32	35	1	0	0	41226	31719
6599	3.51	26	26	1	0	0	11570	81883
5557	3.98	27	33	0	0	0	60651	32663
3312	3.36	28	33	0	0	0	27850	34028
4000	3.61	29	34	1	0	0	08023	36875
6297	4	29	23	1	0	1	28650	42157
2554	3.6	20	33	1	0	1	39079	25735
2600	3.9	32	30	1	0	1	07505	29228
3214	3.95	28	29	1	0	0	59802	31561
4728	3.5	29	26	0	0	0	27882	39880
4843	3.9	32	30	0	0	0	50312	52857
3493	3.74	34	34	1	0	0	32601	35815
526	3.6	24	35	1	0	0	39577	33685
5509	3.98	29	28	1	1	0	02445	79922
2879	3.66	35	35	1	0	0	56646	39219
1808	4	31	32	1	0	0	92807	63565
1540	3.8	26	28	0	0	0	86336	40268
4016	3.9	32	35	0	0	0	46012	38201
2151	3.9	22	23	0	0	0	41522	27031
4401	3.8	31	35	1	0	0	41008	45149
3399	3.92	29	29	1	0	0	77506	30391
5443	3.71	25	26	1	0	0	15122	43730
5437	3.73	33	34	1	0	1	83344	39318
5330	3.81	24	25	0	0	0	30807	34875
6463	3.3	23	31	1	0	0	48755	38333
1928	3.7	23	35	0	0	0	64507	39159
2691	4	23	29	0	0	0	66202	43989
3503	4	29	25	1	0	0	14551	40082
4046	3.98	25	33	1	0	0	56729	38438
5671	4	35	25	1	0	0	58640	49861
3977	0	28	35	0	0	0	92122	65101
2675	3.9	33	24	1	0	1	80423	41438
4088	0	33	27	1	0	1	60530	40000
1615	3.83	27	35	1	0	0	84746	55907
3364	3.98	33	33	1	0	1	50426	65313
570	3.9	35	29	0	0	0	44311	25510
1484	4	26	33	0	0	0	47579	48000
6149	3.9	30	27	0	0	0	73455	35865
3131	4	28	30	1	0	0	22640	71250
5938	4	28	31	0	0	0	04676	39338
2871	4	27	27	1	0	1	62050	30764
4586	0	28	35	1	0	0	62642	40344
3050	4	28	30	1	0	0	77859	40175
2171	3.9	27	35	0	0	0	15656	46857
6861	3.7	30	26	0	0	0	03260	70500
2634	3.88	32	25	0	0	0	49849	41920
1183	4	27	34	0	0	1	95993	43914
3330	0	26	24	1	0	0	24281	31169
16	3.97	28	23	0	0	0	43968	31798
1297	3.87	30	33	1	0	0	27841	61000
1561	3.9	35	26	0	0	0	21234	49683
1771	3.96	26	33	0	0	0	53510	41426
6829	3.8	25	27	0	0	0	35160	35080
5308	3.85	32	27	1	0	1	65714	41587
4581	3.7	36	21	1	0	0	62656	42274
972	3.66	26	34	0	0	0	13302	40192
3353	3.6	30	31	0	0	0	38829	32468
6458	3.82	30	31	1	0	1	68812	42438
475	3.7	35	35	0	0	0	85375	51529
1790	3.98	25	31	1	0	0	65484	24879
5155	4	24	33	0	0	1	74854	36471
641	3.98	30	29	1	0	0	07640	85182
1441	3.9	31	33	1	0	0	60428	36970
2033	3.92	21	22	0	0	1	49640	35481
3588	3.84	35	32	0	0	0	06091	71750
4746	3.61	30	24	0	0	1	20176	77596
5961	3.79	24	31	0	0	0	33434	54879
1169	4	35	28	1	0	0	55360	53191
3164	3.8	24	31	0	0	0	26833	35036
1726	3.99	31	26	0	0	1	77660	61786
1574	3.84	32	32	1	0	0	62547	50642
1506	3.9	26	33	0	0	0	65075	40385
5795	3.87	32	29	1	0	0	25550	41589
2278	3.67	32	27	1	0	0	17923	40938
452	3.9	31	29	1	0	1	46738	41037
4656	3.59	24	30	1	0	0	55951	41071
6792	0	25	28	0	0	0	50862	46471
5472	3.9	29	30	0	0	0	98520	42304
2592	3.89	35	32	1	1	0	12410	61000
1883	3.5	33	32	0	0	0	56568	47000
5753	3.76	27	29	0	0	0	67105	46250
3446	3.9	30	24	1	0	0	38781	36917
1993	3.6	30	22	1	0	0	04622	36136
1248	3.92	32	29	0	0	0	74538	35851
5050	3.93	32	32	1	0	0	84529	61053
3086	4	28	31	0	0	0	97376	35662
2608	3.98	36	34	1	0	1	19511	32250
1488	3.86	36	31	1	0	0	38461	36771
6658	4	32	32	1	0	1	39423	29211
6644	3.92	32	31	1	1	0	21220	49727
5999	3.9	36	24	0	0	1	68626	40855
4272	3.5	19	34	0	0	1	32189	33854
4742	3.89	24	24	0	0	0	17067	45611
3561	3.9	33	34	1	0	0	04649	30769
827	4	35	36	1	0	0	16940	44250
1877	4	29	30	1	0	0	88029	16957
6059	3.81	28	27	1	0	0	19943	41830
1160	3.94	34	34	0	0	0	78224	31318
6774	3.7	34	25	0	0	0	07092	101519
4422	3.99	27	29	0	0	0	68001	36875
5174	3.95	29	28	0	0	0	14510	41258
2836	3.81	27	33	0	0	1	13750	40833
1037	3.98	34	30	1	0	1	03903	50570
5484	3.79	32	26	0	0	0	89130	44596
6953	3.93	28	27	1	1	0	90022	29039
4434	3.8	29	35	1	1	0	60933	46750
950	3.9	29	35	1	0	0	99610	46830
5111	3.97	34	32	1	0	0	79034	42321
4635	3.7	26	27	1	0	0	63469	40294
3359	3.9	27	21	1	0	0	35051	37264
6534	3.25	32	30	1	0	0	50681	43158
5837	3.8	23	33	0	0	0	24925	33533
2580	3.96	31	34	0	0	0	05262	42819
6727	4	28	30	1	0	0	75783	39338
5215	3.5	33	27	0	0	0	55306	49725
1220	3.61	30	28	0	0	0	99684	53125
414	3.7	32	29	1	0	0	75468	48135
1250	3.81	32	28	0	0	0	45410	35949
5103	3.99	21	31	0	0	0	45644	49872
3400	3.33	28	28	1	0	0	50311	41660
4118	3.9	32	28	1	0	1	07833	22216
1314	3.8	34	27	0	0	0	49036	36619
6246	3.3	27	26	1	0	0	58784	48811
6069	3.98	29	27	1	0	1	21841	45319
6259	3.89	32	35	0	0	1	97478	41469
6832	3.53	26	30	0	0	1	59087	34432
469	3.78	28	33	0	0	0	66549	38654
2481	3.64	32	24	1	1	0	40040	29115
5699	3.57	35	32	1	1	0	36258	53235
4934	3.96	33	32	0	1	0	59015	45795
5742	3.35	25	35	1	0	0	01242	38672
6125	3.96	32	29	1	0	0	17744	40907
4502	3.55	27	34	1	0	0	29803	55079
3367	4	35	32	0	0	0	34654	42086
565	4	33	27	1	0	0	04743	42234
2051	3.95	31	34	0	0	1	66208	67487
2237	3.8	30	32	0	0	0	51030	50216
6568	4	35	34	0	0	0	49833	46023
5344	4	30	33	1	0	1	20008	90934
5642	4	31	33	1	0	0	11725	77780
6076	3.9	33	31	1	0	0	86303	44233
2265	3.7	25	30	0	0	0	07421	61563
3242	3.94	28	29	0	0	0	99337	51933
5171	3.6	35	31	0	0	1	47567	41982
2402	3.99	24	30	1	0	0	26138	38500
2411	3.71	31	31	0	0	1	50853	36711
2186	4	30	29	0	0	0	20629	100395
3267	3.6	26	36	0	1	0	02836	29915
5786	3.94	34	26	1	0	0	07090	114056
2546	3.8	28	25	1	0	0	56028	52917
6049	3.51	33	34	1	0	0	98597	42020
2069	3.954	21	27	0	1	0	67665	40625
4969	3.9	28	24	1	0	0	58487	51010
4354	4	36	35	1	0	1	70583	44341
4113	3.92	23	28	0	1	1	35055	35923
1394	3.9	29	29	0	0	0	19095	60733
2911	3.84	29	29	0	0	0	21214	49015
4518	3.5	26	34	1	0	0	53013	49932
5301	3.15	22	27	0	1	0	42024	40536
3892	3.08	24	25	1	0	1	24271	38558
379	3.73	27	33	1	0	0	72083	27727
1224	3.84	28	35	0	0	1	24888	63750
2711	3.8	30	28	0	0	0	05494	60393
4668	3.9	30	34	0	0	0	73560	36442
773	3.8	34	27	0	0	1	57369	33750
2247	3.96	31	34	1	0	1	05828	51824
315	3.9	28	26	1	0	0	07452	123810
3682	3.76	28	32	0	0	0	93668	36477
4130	3.9	25	30	0	0	0	94583	92523
2094	3.4	30	34	0	1	1	10523	52238
5382	3.6	31	32	0	0	0	75962	22656
5130	3.95	32	30	1	0	0	02739	65773
4157	3.7	28	23	0	0	0	61814	35662
4377	3.93	35	32	0	0	0	44039	53008
1151	4	28	29	0	1	0	01602	55143
5036	4	36	22	1	0	0	58224	40667
2026	3.79	26	32	0	0	0	36445	41661
4993	3.7	32	25	1	0	0	19901	40270
6630	3.9	29	28	1	0	0	02832	61667
3371	3.9	26	26	1	0	0	98258	58400
5235	3.9	27	27	1	0	0	49055	42178
1777	3.4	36	33	0	0	0	56433	38875
2881	4	35	35	0	0	0	97451	55294
4758	3.4	32	35	1	0	0	19956	39562
855	4	33	34	0	1	0	10282	192328
2780	3.6	32	26	1	0	0	49072	38625
5121	3.4	26	26	1	0	0	28625	38015
3909	3.7	30	33	0	1	1	92880	57801
949	4	27	33	0	0	1	16427	35625
4745	3.6	31	35	1	0	0	15522	38915
3900	3.98	26	29	1	0	1	60184	100816
4653	3.59	26	27	0	1	0	72103	37683
4127	3.53	24	31	0	0	0	99626	46875
5470	3.83	33	34	0	0	0	53215	30591
3351	3.73	31	31	0	1	0	90262	29427
6650	3.87	27	29	1	0	1	51459	43750
5977	3.9	25	21	1	0	0	61250	45742
2990	3.96	27	29	0	0	0	73438	37480
4491	3.8	30	30	0	0	0	67019	39323
3342	3.72	35	34	0	0	1	98817	35714
6163	3.6	27	30	1	0	0	47932	45691
453	3.9	28	24	1	1	1	19501	43603
5875	3.69	25	25	0	0	1	97864	20625
3808	0	30	29	0	0	0	55720	42542
6052	3.6	32	29	1	1	0	97430	49500
3563	4	33	27	1	0	0	34431	34522
1472	3.7	30	26	0	1	1	33607	38436
6169	3.8	28	28	0	0	0	47967	36875
3625	3.2	34	27	1	0	0	40972	34750
4167	3.8	24	29	1	0	0	46746	35374
1566	4	30	26	0	0	0	77475	49398
4431	3.9	30	31	1	0	0	13608	38778
892	3.6	27	35	0	0	0	59724	33750
5724	3.99	32	30	1	0	0	12430	37071
1029	3.74	29	25	0	1	0	39736	23750
5508	3.5	34	30	0	0	0	94506	128167
3816	3.99	26	31	0	0	0	92394	41761
5954	3.5	30	33	1	0	0	73741	41813
2639	3.6	34	28	1	0	0	93955	37337
527	3.9	30	31	0	0	0	98108	44683
5302	3.95	34	31	1	0	0	21005	39423
15	3.95	28	29	0	1	0	36444	27361
961	3.9	26	23	0	0	0	98280	64643
1336	3.4	26	28	1	0	0	15088	34444
2493	0	27	30	1	1	1	26764	32716
791	4	33	30	1	0	0	07931	119643
1003	3.9	30	34	1	0	0	90221	29221
5934	4	29	31	0	0	0	76905	40221
4302	3.63	26	24	1	0	0	73931	47500
3749	3.7	29	25	1	0	0	03845	31590
464	3.97	29	20	0	0	0	62082	35677
3063	3.8	32	30	1	0	1	19950	39308
3631	3.4	23	26	0	1	1	73647	36923
4682	3.98	24	27	0	0	0	77346	60898
3637	3.7	33	27	1	0	1	31705	29111
4918	3.5	27	28	1	1	0	17885	35625
2297	4	21	31	1	0	1	77031	31400
4537	3.9	24	24	1	0	0	16123	45378
6307	0	34	35	1	0	1	11375	72043
3727	4	33	30	1	0	0	43558	43410
817	3.9	32	29	0	0	0	14005	47120
6649	3.99	28	34	1	0	0	61739	38359
2725	3.85	33	33	1	0	0	40069	36071
5643	3.93	25	30	1	0	1	57062	40505
1827	3.98	30	28	0	0	1	30082	53522
5654	0	32	33	1	0	1	60110	41108
771	3.79	35	30	1	0	0	99694	51786
3410	3.99	28	26	1	1	0	61744	51169
5101	3.74	29	34	1	0	0	27820	37254
2800	3.7	28	31	0	0	1	72523	24911
5241	3.95	32	33	1	0	0	70528	36146
6095	4	26	22	1	1	0	11742	61203
1420	3.8	27	31	1	0	0	75219	57187
384	3.57	30	34	1	0	0	68922	43000
128	3.56	35	24	1	0	0	12165	59063
330	2.9	22	25	1	1	0	75559	39578
4606	3.98	31	29	0	0	0	46160	41446
6592	3.8	26	23	0	0	0	37096	32500
1857	3.5	24	34	1	0	0	61728	46583
226	3.9	33	30	0	0	0	06525	79800
2524	3.92	26	35	1	0	1	88132	49643
4312	3.65	28	31	1	0	1	26722	30662
52	3.8	27	31	1	0	0	87521	37344
5159	3.7	32	35	1	0	0	78214	27460
111	0	32	25	0	0	0	31562	37473
328	3.16	31	31	0	0	1	23845	28000
3425	4	24	26	0	0	1	99585	21875
1761	3.67	30	34	0	0	1	40056	53939
1056	4	32	32	0	0	0	12989	47500
1203	3.6	30	30	1	0	0	92583	36424
5990	3.98	30	23	0	0	0	46809	34450
6182	3.62	35	28	1	0	1	20198	66189
6541	4	33	26	1	0	0	48170	69288
4760	3.9	32	31	0	1	0	56294	39375
6786	3.79	36	33	1	0	0	57313	41371
2180	3.5	32	27	1	0	0	14013	37560
5418	3.8	32	34	0	0	0	68787	39506
3949	3.99	34	31	1	0	0	58224	40667
1412	3.95	25	34	1	0	1	29574	29774
1483	4	34	25	1	0	1	10305	55972
703	3.87	23	26	0	0	0	39657	33688
6959	3.7	29	33	0	0	0	28340	31342
6924	4	30	22	0	1	0	26160	32839
537	0	28	22	1	0	0	06455	75958
3380	3.7	28	28	1	0	0	33325	46940
1042	3.9	31	27	1	1	0	75668	33750
6905	3.63	26	29	1	0	0	19134	34978
338	3.67	34	31	0	0	1	16423	38339
542	3.9	32	34	1	0	0	28513	41817
4978	3.9	24	31	0	0	0	79357	29293
1317	4	34	29	1	1	0	03048	51632
5843	3.82	24	27	0	0	0	64857	34583
247	4	31	31	0	0	1	38229	37256
182	3.8	28	29	0	0	0	50238	44432
6261	3.96	35	29	1	0	1	01260	50728
2405	3.9	24	23	1	0	1	18917	45927
4750	3.9	22	26	1	0	0	66956	36029
3841	3.9	34	28	1	0	0	46148	37564
2343	3.3	28	29	0	0	0	15741	37083
6097	3.85	34	24	0	0	0	19425	104167
6521	4	29	24	1	0	0	46120	41104
2085	3.8	28	29	1	0	0	38478	37879
6057	3.93	27	25	0	0	0	60073	43748
6729	3.9	34	34	1	0	0	85019	28548
1275	3.87	31	33	0	0	0	38454	36192
6168	0	30	31	0	0	0	11417	49159
4146	3.7	36	28	1	0	1	94609	61576
6283	3.7	31	29	0	0	1	45601	41860
3755	3.9	31	27	1	0	0	98356	36282
3104	4	33	27	1	0	0	84740	29063
6165	3.79	33	26	1	0	0	36532	49390
4926	3.86	33	35	1	0	0	82644	40332
1826	4	29	33	0	0	0	02139	62068
3800	3.83	34	30	1	0	1	25865	40721
1423	4	27	24	1	0	0	50585	42543
4957	3.6	34	29	1	0	1	43080	39277
970	3.9	32	25	0	0	0	63735	31458
5716	3.9	35	26	0	0	0	49128	41489
3981	3.9	33	34	1	0	0	66218	77483
1720	3.8	30	30	0	0	1	83612	38571
6234	3.9	23	23	1	1	1	86054	38583
4622	3.9	30	35	1	0	1	35462	24859
225	3.8	28	32	0	1	0	62888	41351
1555	3.92	32	35	0	0	0	77084	43431
4141	3.9	31	33	1	0	0	20777	110223
5929	3.72	34	30	1	0	0	51540	37059
981	3.6	27	30	0	0	0	21012	76451
3610	3.9	29	26	1	1	0	76626	37543
6583	3.9	30	26	0	0	0	14012	43869
6884	3.57	26	31	1	0	0	11959	82250
5233	3.7	33	32	1	0	0	17324	42031
4211	3.6	24	32	1	0	0	68506	45167
3025	3.3	28	25	1	0	0	42275	35985
1089	3.94	26	34	0	0	0	04787	36417
62	0	34	29	0	0	0	02056	85645
6103	3.9	28	17	1	0	1	83220	21875
4122	3.7	25	20	0	1	0	40347	46537
1316	3.83	24	30	0	0	0	43080	39277
1009	4	34	24	0	0	0	37909	36857
6779	3.7	30	35	0	0	0	61230	46563
2941	3.37	34	29	0	0	0	92683	43440
2429	3.6	23	35	0	0	0	89019	36006
68	3.54	31	34	1	0	1	07702	103750
5761	3.8	28	29	0	0	0	44485	33851
6922	3.6	29	32	1	0	0	15540	34375
3045	3.98	36	33	0	0	1	56208	36429
2723	3.7	27	29	0	0	1	71743	31582
3082	3.66	27	29	1	0	0	90260	40134
4616	3.9	33	35	0	0	0	98938	31338
288	3.72	28	33	1	0	0	49232	39063
3558	3.8	27	27	1	0	0	25917	33412
3771	3.9	29	29	1	0	0	68505	40169
1929	3.9	26	31	1	0	0	43106	35972
2168	4	31	32	0	0	1	94065	122379
1805	3.3	28	32	1	0	0	40843	36875
4671	3.92	35	31	1	0	0	12725	47917
6317	3.97	31	34	1	0	1	50101	30893
4391	3.9	35	25	0	0	0	96749	39957
4797	3.87	32	26	1	0	0	65466	36696
1439	3.58	32	29	1	0	1	43725	38704
1936	3.66	26	34	0	0	1	66714	25357
4976	3.8	35	26	0	0	0	53044	61895
3748	3.68	27	22	1	0	1	99137	37500
3303	0	20	29	1	0	0	32425	35860
170	3.9	34	36	1	0	0	16334	35500
3070	3.47	30	31	1	0	1	53051	57405
4076	0	33	27	1	0	0	26032	30250
3730	3.99	30	28	1	0	0	16601	38600
2446	4	24	27	1	0	0	64062	49900
365	3.9	34	29	1	0	0	33612	29000
6849	3.9	31	30	0	0	0	49720	41875
2099	3.9	30	30	1	0	0	85627	32321
6451	4	33	31	1	1	0	54539	40529
3236	3.68	29	25	0	0	1	29074	26125
2207	3.77	34	23	0	0	0	78214	27460
4405	3.5	34	31	1	0	1	60464	63926
1979	3.75	28	33	1	0	0	00676	20456
1972	3.82	26	29	0	0	0	98374	56925
6668	4	28	35	0	0	1	62476	42091
2179	4	25	26	0	0	1	02382	57189
1981	3.95	29	35	0	0	0	23962	42841
1434	3.65	32	27	1	1	0	26142	42083
784	3.9	28	24	1	0	0	68934	62794
2254	3.9	30	24	0	1	1	76958	27188
6715	3.8	33	29	0	0	0	77466	27044
6408	4	35	35	1	0	0	95389	29813
1863	3.6	25	32	1	0	0	77363	41437
3504	3.99	30	31	0	0	0	54102	46146
2203	3.5	25	26	1	0	0	72471	34917
5930	3.96	27	30	0	0	1	75573	30417
6791	3.7	30	31	1	0	0	84040	59095
1153	3.62	29	33	0	0	0	72855	31794
2783	3.7	35	31	0	0	0	54966	42727
5461	0	24	27	0	0	1	13489	42375
5022	3.7	33	31	0	0	0	39092	40225
5303	3.94	26	30	1	0	0	52647	43125
5511	4	27	32	0	0	1	49254	45192
85	3.82	29	29	1	0	0	98837	44424
488	3.9	26	30	0	0	0	90260	40134
60	3.2	32	26	0	0	0	81656	53750
6701	3.3	27	30	1	0	1	22850	34728
1161	0	27	29	1	0	0	27589	32459
1379	3.79	27	27	1	0	0	38703	32230
2189	3.7	27	25	0	0	1	42211	40296
5281	3.51	29	27	1	0	0	83812	31875
6078	3.99	29	31	0	0	0	87042	44712
5807	4	27	27	1	0	0	56175	37857
6932	3.85	28	22	1	0	1	38305	41140
2752	3.79	33	31	0	0	0	43526	37292
4584	3.8	27	35	0	0	0	98406	61418
1558	3.9	31	28	0	0	0	33825	31352
2060	3.78	19	29	0	0	0	83702	60160
1505	3.92	30	26	1	0	0	30734	36310
1529	3.942	32	31	0	0	1	44644	41215
479	3.8	34	30	1	0	0	83452	35714
2149	3.9	30	31	1	0	0	82929	48112
4600	4	28	30	1	0	1	30518	47386
1163	3.64	20	23	1	0	0	73933	36521
6483	3.04	33	34	1	0	1	30423	44688
1369	3.9	34	33	1	0	0	05759	42074
5422	3.9	35	34	0	0	0	26884	36250
1442	4	30	28	1	0	0	14589	44209
3468	3.39	26	34	1	0	0	76626	37543
6403	4	35	34	1	0	1	59218	58950
4878	3.55	30	25	0	0	0	68040	36958
677	4	34	34	0	0	0	62967	31875
3554	3.9	33	29	1	0	0	65066	35539
151	4	32	30	0	0	0	29355	47159
2789	3.8	26	23	0	0	0	71373	31664
3831	3.6	32	30	0	0	0	63879	30000
982	3.9	32	34	0	0	0	28340	31342
4888	3.71	32	32	0	0	1	76253	32857
6950	3.52	28	34	0	0	0	14590	39354
3884	3.83	32	27	1	0	0	73075	33875
5538	3.2	27	29	1	0	0	64772	35249
5248	3.8	32	35	0	0	0	77384	71264
6504	3.9	35	32	0	0	0	46147	48462
1834	3.77	26	24	1	1	0	69039	63906
3938	3.9	34	32	1	0	0	12010	44249
1575	3.94	24	35	1	0	0	43760	40160
6566	3.93	21	29	0	0	0	46379	38688
6426	3.4	35	26	1	0	0	45696	50893
4594	3.9	36	24	0	0	0	44506	19564
1143	3.7	30	29	1	0	0	60089	77878
5033	3.9	36	35	1	0	1	00692	22583
3200	3.93	32	31	0	1	0	53203	59267
3179	4	26	26	1	0	0	59718	44809
2614	3.93	27	23	1	1	0	75969	37045
3708	3.91	31	31	1	0	0	63867	35795
5866	3.7	23	30	0	0	0	91913	56844
5404	3.4	23	34	1	0	0	30420	31853
1599	3.5	34	27	0	0	0	30746	31328
2011	3.7	29	27	0	1	0	17059	39871
5201	3.83	25	22	0	0	1	68662	43203
2773	3.7	26	27	1	0	1	75569	30818
1647	3.85	30	23	0	0	1	95987	35116
5730	3.9	29	34	0	0	0	37745	35228
4722	3.73	25	18	1	0	0	47456	35579
1572	3.8	25	32	1	0	0	10970	60557
3185	3.9	29	36	0	0	0	16920	33281
821	3.5	28	22	1	0	0	31836	28889
1096	3.8	29	26	1	0	1	97206	46646
1870	3.6	26	27	0	0	1	01036	65446
6972	3.84	30	32	0	0	0	64081	57051
719	3.5	33	28	1	0	0	10541	62676
3713	3.9	29	24	0	0	0	05680	43548
5520	3.9	35	26	1	0	0	37321	33973
1409	3.6	33	30	0	1	0	15419	36713
5846	3.99	32	34	0	0	0	34134	52651
4103	3.9	28	34	1	0	0	93545	40347
3485	3.99	35	30	1	0	0	31735	51250
4940	3.98	20	25	0	0	0	32464	41462
1545	0	34	31	1	0	0	94601	35325
3132	3.58	30	34	0	0	0	53910	34531
6064	3.93	30	25	1	0	0	62908	41875
6923	3.9	33	35	1	0	0	64780	36250
122	3.98	31	32	0	0	1	23149	42460
1814	4	28	35	1	0	0	48145	52321
6421	3.93	34	28	0	0	1	26836	26512
6101	4	22	27	0	0	1	75125	48618
741	3.8	29	29	1	0	0	13309	42041
7016	3.81	34	23	0	0	0	75966	43759
720	4	33	27	0	0	0	15741	37083
5505	3.92	34	34	0	0	0	37877	40093
3983	0	25	29	0	0	1	89166	53996
4925	3.72	30	21	1	0	1	38949	41838
2986	3.8	35	30	1	0	0	14065	37887
5605	3.89	28	30	0	0	0	98119	67518
3512	3.6	28	29	1	0	0	24460	37583
37	3.56	27	29	1	0	0	27936	39306
6017	3.9	34	32	0	0	1	75838	37371
1475	3.5	32	32	1	0	1	61241	51414
1167	3.98	32	30	1	0	0	75603	49516
4074	0	26	25	0	0	1	83855	39306
2819	3.9	34	30	0	0	0	46155	42244
4868	3.61	30	32	0	0	1	76463	43125
6220	3.7	29	26	1	0	1	84005	52590
6564	3.88	25	23	0	0	1	39771	36528
3658	3.8	31	34	1	0	0	17864	36863
4547	3.7	26	34	0	1	0	66203	41926
3763	3.76	28	32	1	1	0	78370	42917
387	3.72	34	29	1	0	0	33323	51030
2942	3.98	31	29	0	0	0	62471	40032
4238	3.3	25	28	0	0	1	29487	40133
3361	3.9	27	28	0	0	0	90401	89531
3739	3.9	31	24	0	0	0	30135	47946
707	3.73	24	25	1	0	0	68321	37188
5458	3.95	34	27	1	0	0	49663	34622
5526	3.92	30	27	1	0	0	40819	50233
2020	3.99	31	34	0	0	0	88072	21458
1542	3.8	28	26	1	0	0	51639	42102
468	3.79	28	29	1	0	1	75415	67083
1359	3.9	27	32	1	0	0	49341	57300
1518	3.9	32	35	1	0	1	77660	61786
1414	4	31	30	1	0	0	85745	43651
6361	3.3	25	28	1	0	0	53217	74617
4751	3.8	33	24	0	0	1	83876	35469
3302	3.9	30	27	0	0	1	70563	45268
3885	3.9	31	22	1	0	0	75959	23696
1470	3.83	32	34	1	0	0	80403	80675
5596	3.5	23	19	1	0	1	65265	33293
6966	3.48	25	34	1	0	0	10512	62363
2787	4	29	28	0	0	0	35143	51520
1812	3.7	34	29	0	0	1	93673	31625
2654	3.7	27	33	0	0	1	75007	54877
5276	3.2	27	22	1	0	0	48860	35000
1649	3.3	29	31	0	0	0	85282	39860
34	3.63	25	32	1	0	0	32244	38286
832	3.7	32	33	0	0	1	42265	50978
2961	4	25	29	1	0	0	99691	27188
2893	3.8	23	35	0	0	1	54812	32937
5106	3.59	36	35	0	0	0	07630	74861
1060	3.8	31	35	1	0	1	74447	34076
2520	3.99	35	25	0	0	0	53548	40752
3620	3.8	24	34	1	0	0	72555	170972
1717	3.66	21	28	0	0	0	80729	38500
189	3.8	33	27	1	1	0	81233	49904
2096	3.9	33	33	1	0	1	27924	28125
6742	0	26	26	1	0	0	01611	50564
295	3.85	30	31	0	0	1	68004	39100
5749	3.08	30	31	1	0	1	79528	44583
489	3.8	30	31	0	0	0	69120	43125
4382	3.68	30	34	0	0	0	30752	36442
4196	3.5	28	36	0	0	0	00969	39821
5512	3.7	29	31	0	1	0	35593	32563
5808	3.53	33	32	1	0	0	62863	41243
4492	3.9	35	34	0	0	0	31778	31411
2790	3.8	28	26	0	0	1	11722	42088
2500	4	30	31	0	0	0	45614	42035
5182	3.86	34	29	1	0	1	02915	51150
3530	3.93	35	35	1	0	0	39531	35598
4572	3.77	33	30	1	0	0	29032	30544
4163	3.7	35	32	1	0	0	49412	44552
5490	3.88	30	29	1	0	0	00727	27599
868	3.6	28	28	1	0	0	57623	33056
4288	0	19	31	1	0	1	64443	37443
3346	3.9	28	28	1	0	0	70744	43451
811	3.9	26	26	0	0	0	61259	43750
4497	3.89	35	30	1	0	0	53557	40833
3857	3.83	29	29	1	1	0	64451	31625
