STDNT_ID	TERM_CD	SBJCT_CD	CATLG_NBR	CRSE_CMPNT_CD	GRD_PNTS_PER_UNIT_NBR	UNITS_ERND_NBR	EXCL_CLASS_CUM_GPA
4770	1	Chemistry, General	83	LEC	3	1	2.98
1174	2	Chemistry, General	83	LEC	3	1	3.159
1529	1	Chemistry, General	83	LEC	3	1	3.3
3273	1	Chemistry, General	83	LEC	3	1	3.3
103	2	Chemistry, General	83	LEC	3	1	3.164
2521	5	Chemistry, General	83	LEC	3.3	1	3.721
2550	1	Chemistry, General	83	LEC	3.3	1	3.567
4272	2	Chemistry, General	83	LEC	3	1	3.461
5227	1	Chemistry, General	83	LEC	3	1	3.283
2042	1	Chemistry, General	83	LEC	3	1	2.944
706	1	Chemistry, General	83	LEC	2.7	1	2.617
467	1	Chemistry, General	83	LEC	2.7	1	2.917
16	2	Chemistry, General	83	LEC	2.7	1	2.531
1534	1	Chemistry, General	83	LEC	2.7	1	2.608
3361	2	Chemistry, General	83	LEC	3	1	3.18
3841	1	Chemistry, General	83	LEC	2.7	1	2.35
4484	1	Chemistry, General	83	LEC	2.3	1	2
4925	1	Chemistry, General	83	LEC	1.7	1	0.958
2026	1	Chemistry, General	83	LEC	3.3	1	3.415
2166	2	Chemistry, General	83	LEC	2.7	1	3.157
5406	1	Chemistry, General	83	LEC	2.7	1	2.593
1359	1	Chemistry, General	83	LEC	2.7	1	2.931
5795	2	Chemistry, General	83	LEC	3	1	3.439
238	2	Chemistry, General	83	LEC	2.7	1	2.914
2121	2	Chemistry, General	83	LEC	3	1	3.148
4593	2	Chemistry, General	83	LEC	3.3	1	3.418
5949	1	Chemistry, General	83	LEC	3.3	1	3.6
824	2	Chemistry, General	83	LEC	2.3	1	2.181
5066	5	Chemistry, General	83	LEC	2.7	1	2.908
2976	2	Chemistry, General	83	LEC	2.7	1	3.004
1055	2	Chemistry, General	83	LEC	2.7	1	2.6
5846	1	Chemistry, General	83	LEC	2.3	1	2.329
3816	1	Chemistry, General	83	LEC	3	1	3.275
5030	2	Chemistry, General	83	LEC	3	1	3.521
3364	2	Chemistry, General	83	LEC	3	1	3.315
356	1	Chemistry, General	83	LEC	2.3	1	2.381
5899	1	Chemistry, General	83	LEC	3.3	1	3.875
1159	1	Chemistry, General	83	LEC	3	1	3.336
1758	1	Chemistry, General	83	LEC	3	1	3.23
5799	1	Chemistry, General	83	LEC	2.7	1	2.617
6915	1	Chemistry, General	83	LEC	3	1	3.017
330	1	Chemistry, General	83	LEC	2.7	1	3.033
6073	2	Chemistry, General	83	LEC	2.3	1	1.907
5286	1	Chemistry, General	83	LEC	3	1	3.373
6085	1	Chemistry, General	83	LEC	2.7	1	2.967
6905	10	Chemistry, General	83	LEC	3	1	3.105
6701	1	Chemistry, General	83	LEC	2.3	1	2.323
2737	2	Chemistry, General	83	LEC	2.7	1	2.857
2500	6	Chemistry, General	83	LEC	2.7	1	2.823
4103	1	Chemistry, General	83	LEC	3	1	3.433
6500	1	Chemistry, General	83	LEC	3	1	3.433
1246	1	Chemistry, General	83	LEC	3	1	3.194
5977	1	Chemistry, General	83	LEC	2.7	1	3.164
5856	2	Chemistry, General	83	LEC	3	1	3.157
280	1	Chemistry, General	83	LEC	3	1	3.175
2872	5	Chemistry, General	83	LEC	2.7	1	2.777
4843	1	Chemistry, General	83	LEC	2.7	1	2.921
128	1	Chemistry, General	83	LEC	2.7	1	2.767
717	9	Chemistry, General	83	LEC	3	1	3.227
6097	2	Chemistry, General	83	LEC	3	1	3.173
710	5	Chemistry, General	83	LEC	3.3	1	3.464
2722	1	Chemistry, General	83	LEC	3.7	1	3.775
5281	1	Chemistry, General	83	LEC	2.7	1	2.8
6896	1	Chemistry, General	83	LEC	3	1	3.333
2524	1	Chemistry, General	83	LEC	3	1	3.431
417	9	Chemistry, General	83	LEC	3.3	1	3.566
3367	1	Chemistry, General	83	LEC	2.7	1	2.317
4280	1	Chemistry, General	83	LEC	3.7	1	3.929
3981	1	Chemistry, General	83	LEC	3	1	3.093
1203	2	Chemistry, General	83	LEC	2.3	1	2.06
1203	1	Chemistry, General	83	LEC	2	1	1.7
3938	1	Chemistry, General	83	LEC	3	1	3.162
2829	6	Chemistry, General	83	LEC	3	1	3.077
6245	1	Chemistry, General	83	LEC	3.7	1	3.9
4412	1	Chemistry, General	83	LEC	3.3	1	3.929
4368	5	Chemistry, General	83	LEC	2	1	1.968
3458	1	Chemistry, General	83	LEC	3.3	1	3.671
5843	1	Chemistry, General	83	LEC	3.3	1	3.673
1649	2	Chemistry, General	83	LEC	3.3	1	3.69
3517	1	Chemistry, General	83	LEC	3	1	3.071
4228	2	Chemistry, General	83	LEC	3	1	3.326
1323	2	Chemistry, General	83	LEC	3	1	2.981
4502	9	Chemistry, General	83	LEC	3.3	1	3.749
503	2	Chemistry, General	83	LEC	3.7	1	3.9
3727	1	Chemistry, General	83	LEC	3	1	3.314
3799	1	Chemistry, General	83	LEC	3.3	1	3.579
3388	1	Chemistry, General	83	LEC	2.7	1	3
971	1	Chemistry, General	83	LEC	3	1	3.088
1981	2	Chemistry, General	83	LEC	3.7	1	3.879
5317	1	Chemistry, General	83	LEC	3	1	2.958
5121	2	Chemistry, General	83	LEC	3	1	3.352
4310	1	Chemistry, General	83	LEC	3.3	1	3.694
3861	1	Chemistry, General	83	LEC	3	1	3.36
1827	1	Chemistry, General	83	LEC	3.3	1	3.519
1412	5	Chemistry, General	83	LEC	3	1	3.224
6554	2	Chemistry, General	83	LEC	3	1	3.2
5044	1	Chemistry, General	83	LEC	3.7	1	3.944
1114	1	Chemistry, General	83	LEC	3	1	3.264
2825	1	Chemistry, General	83	LEC	3	1	3.063
3577	1	Chemistry, General	83	LEC	3	1	3.108
1183	1	Chemistry, General	83	LEC	3	1	3.407
1278	1	Chemistry, General	83	LEC	3	1	3.65
4774	1	Chemistry, General	83	LEC	3	1	2.836
2526	2	Chemistry, General	83	LEC	3	1	3.081
4223	1	Chemistry, General	83	LEC	3	1	3.338
2618	1	Chemistry, General	83	LEC	3.3	1	3.873
5201	5	Chemistry, General	83	LEC	2.7	1	2.862
4595	5	Chemistry, General	83	LEC	3.3	1	3.524
3356	1	Chemistry, General	83	LEC	2.7	1	2.706
122	1	Chemistry, General	83	LEC	2.7	1	2.817
6464	6	Chemistry, General	83	LEC	3.3	1	3.718
3088	1	Chemistry, General	83	LEC	2.7	1	2.8
4515	2	Chemistry, General	83	LEC	2.7	1	3.032
4957	2	Chemistry, General	83	LEC	3	1	3.032
5605	5	Chemistry, General	83	LEC	3	1	3.072
4456	2	Chemistry, General	83	LEC	3.3	1	3.514
1058	2	Chemistry, General	83	LEC	3	1	3.44
5472	1	Chemistry, General	83	LEC	2.7	1	2.679
1248	1	Chemistry, General	83	LEC	3	1	3.193
1336	1	Chemistry, General	83	LEC	3	1	3.386
3578	1	Chemistry, General	83	LEC	3.3	1	3.508
3601	1	Chemistry, General	83	LEC	3	1	3.025
6382	1	Chemistry, General	83	LEC	3.3	1	3.573
2347	2	Chemistry, General	83	LEC	3	1	3.248
4213	13	Chemistry, General	83	LEC	3.3	1	3.49
1427	1	Chemistry, General	83	LEC	2.7	1	2.936
3072	1	Chemistry, General	83	LEC	2.3	1	2.208
1263	1	Chemistry, General	83	LEC	3	1	3
6142	1	Chemistry, General	83	LEC	2.7	1	2.625
1843	1	Chemistry, General	83	LEC	2.7	1	2.729
672	1	Chemistry, General	83	LEC	3	1	2.983
3834	2	Chemistry, General	83	LEC	3.7	1	3.9
6884	2	Chemistry, General	83	LEC	3	1	3.159
816	1	Chemistry, General	83	LEC	3.7	1	3.891
6294	1	Chemistry, General	83	LEC	3.3	1	3.707
5813	2	Chemistry, General	83	LEC	2.7	1	3.062
1998	5	Chemistry, General	83	LEC	3.3	1	3.449
4006	1	Chemistry, General	83	LEC	2.3	1	2.617
5844	1	Chemistry, General	83	LEC	3	1	3.385
2941	1	Chemistry, General	83	LEC	3	1	3.133
855	6	Chemistry, General	83	LEC	3.3	1	3.576
4191	1	Chemistry, General	83	LEC	3	1	3.1
5774	1	Chemistry, General	83	LEC	3	1	3.121
5042	5	Chemistry, General	83	LEC	3	1	3.359
6702	1	Chemistry, General	83	LEC	1	1	0.54
6119	1	Chemistry, General	83	LEC	3	1	3.075
2877	1	Chemistry, General	83	LEC	2.3	1	1.946
3537	5	Chemistry, General	83	LEC	3	1	3.031
1577	1	Chemistry, General	83	LEC	3	1	3.212
827	2	Chemistry, General	83	LEC	3.7	1	3.786
1379	5	Chemistry, General	83	LEC	2.7	1	2.558
4028	1	Chemistry, General	83	LEC	3	1	3.023
5117	14	Chemistry, General	83	LEC	3	1	3.052
5807	2	Chemistry, General	83	LEC	3	1	3.231
2667	1	Chemistry, General	83	LEC	3	1	3.387
3898	1	Chemistry, General	83	LEC	3	1	3.25
1235	2	Chemistry, General	83	LEC	3	1	3.133
6870	1	Chemistry, General	83	LEC	2.7	1	2.925
5990	1	Chemistry, General	83	LEC	1	1	0.2
981	1	Chemistry, General	83	LEC	3	1	3.017
2402	1	Chemistry, General	83	LEC	2	1	1.883
5180	2	Chemistry, General	83	LEC	2.7	1	2.688
2695	1	Chemistry, General	83	LEC	3.7	1	3.914
470	2	Chemistry, General	83	LEC	2.7	1	2.715
321	2	Chemistry, General	83	LEC	3	1	3.313
5929	2	Chemistry, General	83	LEC	3.3	1	3.721
3953	1	Chemistry, General	83	LEC	3	1	3.283
2789	2	Chemistry, General	83	LEC	3	1	3.448
4308	1	Chemistry, General	83	LEC	2.7	1	2.613
27	1	Chemistry, General	83	LEC	3	1	2.925
6564	1	Chemistry, General	83	LEC	2.7	1	2.392
6080	1	Chemistry, General	83	LEC	3.3	1	3.692
950	2	Chemistry, General	83	LEC	3.3	1	3.521
6715	1	Chemistry, General	83	LEC	2.3	1	2.28
2128	1	Chemistry, General	83	LEC	3.3	1	3.485
2429	1	Chemistry, General	83	LEC	3.7	1	3.888
4130	1	Chemistry, General	83	LEC	3	1	3.133
250	1	Chemistry, General	83	LEC	3	1	3.315
2282	1	Chemistry, General	83	LEC	3.7	1	3.92
6645	1	Chemistry, General	83	LEC	3	1	3.288
3011	1	Chemistry, General	83	LEC	3	1	3.269
6748	1	Chemistry, General	83	LEC	3	1	3.364
1355	1	Chemistry, General	83	LEC	2.7	1	2.693
3800	1	Chemistry, General	83	LEC	3.7	1	3.838
3408	1	Chemistry, General	83	LEC	3	1	3.213
2554	1	Chemistry, General	83	LEC	2.3	1	2.088
5404	6	Chemistry, General	83	LEC	2.7	1	2.559
3200	1	Chemistry, General	83	LEC	3.3	1	3.555
489	2	Chemistry, General	83	LEC	3	1	3.513
6163	5	Chemistry, General	83	LEC	3	1	3.389
6006	1	Chemistry, General	83	LEC	3.3	1	3.583
2490	1	Chemistry, General	83	LEC	2.7	1	2.617
6451	1	Chemistry, General	83	LEC	3	1	3.407
825	1	Chemistry, General	83	LEC	3.7	1	3.92
5682	1	Chemistry, General	83	LEC	3	1	3.143
868	5	Chemistry, General	83	LEC	3	1	3.089
4181	5	Chemistry, General	83	LEC	2.7	1	2.77
961	6	Chemistry, General	83	LEC	3	1	3.135
1890	1	Chemistry, General	83	LEC	2.7	1	2.717
1734	9	Chemistry, General	83	LEC	3	1	3.216
4605	1	Chemistry, General	83	LEC	3	1	3.16
1144	1	Chemistry, General	83	LEC	2.7	1	2.828
5276	1	Chemistry, General	83	LEC	3	1	3.186
1984	2	Chemistry, General	83	LEC	3.3	1	3.633
221	2	Chemistry, General	83	LEC	2.7	1	2.758
4453	2	Chemistry, General	83	LEC	3	1	3.204
1143	13	Chemistry, General	83	LEC	3	1	3.328
5759	1	Chemistry, General	83	LEC	2.3	1	2
1870	1	Chemistry, General	83	LEC	3.7	1	4
34	1	Chemistry, General	83	LEC	3.3	1	3.485
6206	1	Chemistry, General	83	LEC	2.7	1	2.5
2981	1	Chemistry, General	83	LEC	3	1	3.258
6772	1	Chemistry, General	83	LEC	3.3	1	3.567
4410	1	Chemistry, General	83	LEC	3.3	1	3.567
1550	2	Chemistry, General	83	LEC	2.3	1	2.708
1615	9	Chemistry, General	83	LEC	3	1	3.594
3351	1	Chemistry, General	83	LEC	3.3	1	3.4
1442	1	Chemistry, General	83	LEC	3.3	1	3.444
2807	1	Chemistry, General	83	LEC	3	1	3.419
2591	1	Chemistry, General	83	LEC	3	1	3.383
4040	1	Chemistry, General	83	LEC	3	1	3.825
2327	1	Chemistry, General	83	LEC	2.7	1	2.7
3418	1	Chemistry, General	83	LEC	2.7	1	2.7
2463	2	Chemistry, General	83	LEC	2.3	1	2.41
295	1	Chemistry, General	83	LEC	3	1	3.121
517	1	Chemistry, General	83	LEC	3	1	3.34
520	18	Chemistry, General	83	LEC	1.7	1	1.223
1889	1	Chemistry, General	83	LEC	3.3	1	3.615
368	1	Chemistry, General	83	LEC	2.7	1	2.667
1790	2	Chemistry, General	83	LEC	3	1	3.16
2988	1	Chemistry, General	83	LEC	3.3	1	3.75
6616	2	Chemistry, General	83	LEC	2.7	1	2.721
1250	1	Chemistry, General	83	LEC	3	1	3.35
272	1	Chemistry, General	83	LEC	2.7	1	2.929
3082	2	Chemistry, General	83	LEC	2.7	1	2.779
3652	9	Chemistry, General	83	LEC	3	1	3.346
6076	1	Chemistry, General	83	LEC	3	1	3.283
784	1	Chemistry, General	83	LEC	2.3	1	2.536
1403	1	Chemistry, General	83	LEC	2.7	1	2.842
791	2	Chemistry, General	83	LEC	3.3	1	3.742
3010	1	Chemistry, General	83	LEC	3	1	3.108
5838	1	Chemistry, General	83	LEC	3	1	3.015
586	1	Chemistry, General	83	LEC	3	1	3.029
539	6	Chemistry, General	83	LEC	3.3	1	3.76
3045	2	Chemistry, General	83	LEC	2.7	1	2.914
4978	1	Chemistry, General	83	LEC	2.7	1	2.48
6598	1	Chemistry, General	83	LEC	3	1	3.25
1037	1	Chemistry, General	83	LEC	3	1	3.26
4238	1	Chemistry, General	83	LEC	3	1	3.3
6583	2	Chemistry, General	83	LEC	2.7	1	2.656
6866	1	Chemistry, General	83	LEC	3	1	3.436
4891	1	Chemistry, General	83	LEC	3.3	1	3.8
4422	1	Chemistry, General	83	LEC	2.7	1	2.792
1777	2	Chemistry, General	83	LEC	3	1	3.397
151	1	Chemistry, General	83	LEC	3	1	3.241
3315	2	Chemistry, General	83	LEC	3	1	3.293
2911	2	Chemistry, General	83	LEC	3.3	1	3.681
1088	1	Chemistry, General	83	LEC	2.7	1	2.971
1459	1	Chemistry, General	83	LEC	2.7	1	3.133
600	1	Chemistry, General	83	LEC	3.7	1	3.975
2343	1	Chemistry, General	83	LEC	3	1	3.1
4581	1	Chemistry, General	83	LEC	3.3	1	3.508
1423	1	Chemistry, General	83	LEC	2.3	1	2.542
5831	1	Chemistry, General	83	LEC	2.7	1	2.829
1700	2	Chemistry, General	83	LEC	2.7	1	2.829
3317	1	Chemistry, General	83	LEC	3	1	3.058
5301	2	Chemistry, General	83	LEC	3	1	2.986
4328	1	Chemistry, General	83	LEC	3	1	3.543
1483	1	Chemistry, General	83	LEC	3	1	3.109
897	1	Chemistry, General	83	LEC	3	1	3.2
2251	1	Chemistry, General	83	LEC	2.7	1	2.508
60	1	Chemistry, General	83	LEC	2.7	1	2.813
251	1	Chemistry, General	83	LEC	3	1	3.258
460	1	Chemistry, General	83	LEC	2.7	1	2.836
3399	2	Chemistry, General	83	LEC	3	1	3.365
4146	1	Chemistry, General	83	LEC	3	1	3.183
3708	1	Chemistry, General	83	LEC	3.3	1	3.483
6644	1	Chemistry, General	83	LEC	3	1	3.292
2067	1	Chemistry, General	83	LEC	3	1	3.45
832	2	Chemistry, General	83	LEC	3.7	1	4
3550	1	Chemistry, General	83	LEC	1.7	1	1.358
4318	1	Chemistry, General	83	LEC	3	1	3.467
4938	2	Chemistry, General	83	LEC	3	1	3.366
1456	2	Chemistry, General	83	LEC	3	1	3.421
1297	1	Chemistry, General	83	LEC	3	1	3.213
6377	1	Chemistry, General	83	LEC	3	1	3.329
3647	5	Chemistry, General	83	LEC	3	1	2.94
2860	1	Chemistry, General	83	LEC	3	1	3.379
4574	5	Chemistry, General	83	LEC	2.3	1	2.332
1441	1	Chemistry, General	83	LEC	3.7	1	3.975
4264	2	Chemistry, General	83	LEC	3	1	3.397
1708	1	Chemistry, General	83	LEC	2.7	1	2.838
6968	1	Chemistry, General	83	LEC	2.7	1	2.463
6922	1	Chemistry, General	83	LEC	3.3	1	3.7
96	1	Chemistry, General	83	LEC	3.3	1	3.492
1265	2	Chemistry, General	83	LEC	3	1	3.41
1717	1	Chemistry, General	83	LEC	3.7	1	3.842
5715	1	Chemistry, General	83	LEC	2.3	1	2.617
1652	1	Chemistry, General	83	LEC	3	1	3.338
2520	1	Chemistry, General	83	LEC	3	1	3.146
5699	6	Chemistry, General	83	LEC	3	1	3.138
1009	1	Chemistry, General	83	LEC	2	1	1.717
4125	5	Chemistry, General	83	LEC	3.3	1	3.712
5778	2	Chemistry, General	83	LEC	3.3	1	3.8
3763	1	Chemistry, General	83	LEC	2.7	1	2.958
4497	1	Chemistry, General	83	LEC	3	1	3.233
2900	1	Chemistry, General	83	LEC	3.3	1	3.611
4302	1	Chemistry, General	83	LEC	3	1	3.038
338	1	Chemistry, General	83	LEC	2.3	1	2.314
4584	1	Chemistry, General	83	LEC	3	1	3.164
5773	2	Chemistry, General	83	LEC	3.3	1	3.725
6091	2	Chemistry, General	83	LEC	2.7	1	2.815
4133	5	Chemistry, General	83	LEC	2.7	1	2.824
6660	1	Chemistry, General	83	LEC	3.3	1	3.592
1498	1	Chemistry, General	83	LEC	3.3	1	3.543
3983	2	Chemistry, General	83	LEC	2.3	1	2.224
1664	1	Chemistry, General	83	LEC	2.3	1	2.273
5177	5	Chemistry, General	83	LEC	2.7	1	2.913
6002	1	Chemistry, General	83	LEC	3	1	2.95
2943	1	Chemistry, General	83	LEC	2.7	1	3
4863	1	Chemistry, General	83	LEC	2.7	1	2.75
5989	2	Chemistry, General	83	LEC	3	1	2.923
3438	1	Chemistry, General	83	LEC	2.7	1	2.483
1417	2	Chemistry, General	83	LEC	3	1	3.168
5596	1	Chemistry, General	83	LEC	2.3	1	2.415
1066	14	Chemistry, General	83	LEC	3	1	3.038
3294	1	Chemistry, General	83	LEC	3.3	1	3.667
3401	5	Chemistry, General	83	LEC	3	1	3.15
5219	1	Chemistry, General	83	LEC	3	1	3.025
1715	1	Chemistry, General	83	LEC	3	1	3.42
4543	2	Chemistry, General	83	LEC	3.3	1	3.804
1992	2	Chemistry, General	83	LEC	3.3	1	3.771
1225	2	Chemistry, General	83	LEC	3	1	2.95
3277	2	Chemistry, General	83	LEC	3	1	3.287
1089	1	Chemistry, General	83	LEC	3.7	1	3.875
5344	1	Chemistry, General	83	LEC	3	1	3.208
535	2	Chemistry, General	83	LEC	3.7	1	3.918
5782	1	Chemistry, General	83	LEC	3	1	3.308
6721	5	Chemistry, General	83	LEC	3	1	2.991
179	1	Chemistry, General	83	LEC	3.3	1	3.653
6317	1	Chemistry, General	83	LEC	3	1	3.464
2411	2	Chemistry, General	83	LEC	2.7	1	2.771
2960	1	Chemistry, General	83	LEC	2.7	1	2.85
6103	1	Chemistry, General	83	LEC	2.7	1	2.667
6264	1	Chemistry, General	83	LEC	3	1	3.207
4222	1	Chemistry, General	83	LEC	3	1	3.057
6673	1	Chemistry, General	83	LEC	2	1	1.882
4046	1	Chemistry, General	83	LEC	3	1	3.392
5330	1	Chemistry, General	83	LEC	3	1	3.3
990	1	Chemistry, General	83	LEC	3	1	3.079
5511	1	Chemistry, General	83	LEC	3	1	3.058
5662	6	Chemistry, General	83	LEC	3	1	3.014
605	6	Chemistry, General	83	LEC	3	1	2.933
5212	1	Chemistry, General	83	LEC	3	1	3.2
62	1	Chemistry, General	83	LEC	3	1	3.364
5603	1	Chemistry, General	83	LEC	3	1	3.1
475	1	Chemistry, General	83	LEC	3	1	3.388
6165	1	Chemistry, General	83	LEC	3	1	3.533
1377	2	Chemistry, General	83	LEC	3.3	1	3.624
3195	1	Chemistry, General	83	LEC	3	1	3.1
4579	1	Chemistry, General	83	LEC	2.7	1	2.653
6947	1	Chemistry, General	83	LEC	3.7	1	3.925
878	1	Chemistry, General	83	LEC	3.3	1	3.667
4554	1	Chemistry, General	83	LEC	3	1	3
6753	2	Chemistry, General	83	LEC	3	1	3.227
1826	1	Chemistry, General	83	LEC	3	1	3.407
5050	2	Chemistry, General	83	LEC	3.7	1	3.841
4918	2	Chemistry, General	83	LEC	3	1	3.062
720	1	Chemistry, General	83	LEC	2.7	1	2.4
4926	1	Chemistry, General	83	LEC	3	1	2.867
549	5	Chemistry, General	83	LEC	3	1	3.069
1409	1	Chemistry, General	83	LEC	2.7	1	2.567
4616	2	Chemistry, General	83	LEC	3	1	3.593
501	6	Chemistry, General	83	LEC	3.3	1	3.427
480	5	Chemistry, General	83	LEC	3	1	3.067
6791	10	Chemistry, General	83	LEC	3	1	3.307
1041	1	Chemistry, General	83	LEC	3	1	3.3
5559	5	Chemistry, General	83	LEC	3	1	3.39
2331	1	Chemistry, General	83	LEC	2.3	1	2.1
5479	1	Chemistry, General	83	LEC	3.7	1	3.825
3512	1	Chemistry, General	83	LEC	3.3	1	3.479
3759	2	Chemistry, General	83	LEC	3	1	3.356
2856	1	Chemistry, General	83	LEC	2.7	1	2.367
1970	2	Chemistry, General	83	LEC	3	1	2.948
608	1	Chemistry, General	83	LEC	2.3	1	2.158
1149	1	Chemistry, General	83	LEC	2.3	1	2.333
5164	2	Chemistry, General	83	LEC	3.3	1	3.648
1828	2	Chemistry, General	83	LEC	3	1	3.145
5033	6	Chemistry, General	83	LEC	3.3	1	3.654
3684	2	Chemistry, General	83	LEC	3.3	1	3.73
4995	2	Chemistry, General	83	LEC	3.3	1	3.737
4868	1	Chemistry, General	83	LEC	3.3	1	3.383
2099	1	Chemistry, General	83	LEC	2.7	1	2.767
5445	1	Chemistry, General	83	LEC	3.3	1	3.6
6599	5	Chemistry, General	83	LEC	2.7	1	2.866
239	1	Chemistry, General	83	LEC	3.7	1	3.942
6295	2	Chemistry, General	83	LEC	3	1	3.089
277	2	Chemistry, General	83	LEC	2.3	1	2.412
817	1	Chemistry, General	83	LEC	2.7	1	2.433
5957	1	Chemistry, General	83	LEC	2.7	1	2.825
542	10	Chemistry, General	83	LEC	3	1	3.552
1599	1	Chemistry, General	83	LEC	3.3	1	3.86
2674	1	Chemistry, General	83	LEC	3.3	1	3.592
2773	1	Chemistry, General	83	LEC	3	1	3.3
6078	1	Chemistry, General	83	LEC	2.3	1	2.35
5930	1	Chemistry, General	83	LEC	3	1	3.033
1808	1	Chemistry, General	83	LEC	3	1	3.271
3542	5	Chemistry, General	83	LEC	2.7	1	2.92
5323	1	Chemistry, General	83	LEC	2.7	1	2.793
5667	1	Chemistry, General	83	LEC	2.7	1	2.677
1864	1	Chemistry, General	83	LEC	3	1	3
6047	1	Chemistry, General	83	LEC	3	1	3.369
2725	1	Chemistry, General	83	LEC	2.7	1	2.733
2912	1	Chemistry, General	83	LEC	2.3	1	2.327
266	2	Chemistry, General	83	LEC	3	1	3.348
792	1	Chemistry, General	83	LEC	3	1	3.025
972	1	Chemistry, General	83	LEC	2.3	1	2.191
1996	1	Chemistry, General	83	LEC	3.7	1	3.9
6966	2	Chemistry, General	83	LEC	3.3	1	3.632
4127	1	Chemistry, General	83	LEC	2.3	1	2.392
3682	1	Chemistry, General	83	LEC	3	1	3.015
5440	6	Chemistry, General	83	LEC	3.3	1	3.47
2168	1	Chemistry, General	83	LEC	3.7	1	3.925
2268	1	Chemistry, General	83	LEC	3	1	3.133
2322	1	Chemistry, General	83	LEC	3	1	3.175
6725	2	Chemistry, General	83	LEC	3	1	3.245
5374	6	Chemistry, General	83	LEC	3	1	3.191
4653	1	Chemistry, General	83	LEC	3	1	3.033
6923	2	Chemistry, General	83	LEC	3.7	1	3.89
3504	9	Chemistry, General	83	LEC	3	1	3.007
2790	1	Chemistry, General	83	LEC	3.3	1	3.81
2022	2	Chemistry, General	83	LEC	3.3	1	3.469
3766	10	Chemistry, General	83	LEC	2.7	1	2.753
876	1	Chemistry, General	83	LEC	3	1	3.307
453	1	Chemistry, General	83	LEC	3.3	1	3.386
1558	1	Chemistry, General	83	LEC	3.3	1	3.673
5711	2	Chemistry, General	83	LEC	3	1	3.4
5300	2	Chemistry, General	83	LEC	3.3	1	3.478
3715	1	Chemistry, General	83	LEC	3	1	3.025
2358	1	Chemistry, General	83	LEC	3	1	3.113
629	1	Chemistry, General	83	LEC	3	1	3.509
4594	1	Chemistry, General	83	LEC	3	1	3.121
6253	1	Chemistry, General	83	LEC	3	1	3.133
6592	22	Chemistry, General	83	LEC	2.7	1	2.757
4163	1	Chemistry, General	83	LEC	3.7	1	3.935
5106	1	Chemistry, General	83	LEC	3.3	1	3.779
5141	1	Chemistry, General	83	LEC	3	1	3.353
4251	1	Chemistry, General	83	LEC	2.7	1	2.825
4705	1	Chemistry, General	83	LEC	2.7	1	2.792
4993	1	Chemistry, General	83	LEC	3	1	3
4999	1	Chemistry, General	83	LEC	3	1	2.985
3631	1	Chemistry, General	83	LEC	2.7	1	2.967
3793	1	Chemistry, General	83	LEC	3.7	1	3.875
1484	1	Chemistry, General	83	LEC	3.3	1	3.629
2181	2	Chemistry, General	83	LEC	3	1	3.05
3267	1	Chemistry, General	83	LEC	3	1	3.492
1752	1	Chemistry, General	83	LEC	3	1	3.06
4334	1	Chemistry, General	83	LEC	3	1	3.45
6267	2	Chemistry, General	83	LEC	3	1	3.171
2502	1	Chemistry, General	83	LEC	2.7	1	2.767
3042	6	Chemistry, General	83	LEC	2.7	1	2.683
1572	1	Chemistry, General	83	LEC	3.3	1	3.738
6191	1	Chemistry, General	83	LEC	2.3	1	2.669
2796	5	Chemistry, General	83	LEC	3	1	3.144
2881	1	Chemistry, General	83	LEC	3.7	1	3.981
1805	2	Chemistry, General	83	LEC	3.7	1	4
6742	1	Chemistry, General	83	LEC	3	1	3.258
6474	1	Chemistry, General	83	LEC	2.7	1	2.592
3959	2	Chemistry, General	83	LEC	3.3	1	3.632
2752	6	Chemistry, General	83	LEC	3.7	1	4
4982	2	Chemistry, General	83	LEC	2.3	1	2.513
37	1	Chemistry, General	83	LEC	3	1	3.386
6664	2	Chemistry, General	83	LEC	3	1	3.017
2389	1	Chemistry, General	83	LEC	2.7	1	2.642
52	1	Chemistry, General	83	LEC	3	1	3.307
4115	2	Chemistry, General	83	LEC	2.7	1	2.408
2484	1	Chemistry, General	83	LEC	3	1	3.164
3303	2	Chemistry, General	83	LEC	3	1	3.139
6504	1	Chemistry, General	83	LEC	3.3	1	3.6
1506	1	Chemistry, General	83	LEC	2.7	1	2.738
6608	1	Chemistry, General	83	LEC	3.3	1	3.7
4431	1	Chemistry, General	83	LEC	3	1	3.367
3110	1	Chemistry, General	83	LEC	3	1	3.154
5103	1	Chemistry, General	83	LEC	2.7	1	2.979
3637	2	Chemistry, General	83	LEC	2.3	1	2.282
2806	1	Chemistry, General	83	LEC	3.3	1	3.82
554	10	Chemistry, General	83	LEC	3.7	1	3.913
2746	1	Chemistry, General	83	LEC	2.3	1	1.95
5890	1	Chemistry, General	83	LEC	3	1	3.114
1392	2	Chemistry, General	83	LEC	3	1	2.896
1976	1	Chemistry, General	83	LEC	3.7	1	3.84
296	1	Chemistry, General	83	LEC	3.3	1	3.6
5343	1	Chemistry, General	83	LEC	2.7	1	3.054
4980	1	Chemistry, General	83	LEC	3	1	3.1
3164	1	Chemistry, General	83	LEC	3	1	3.353
6120	2	Chemistry, General	83	LEC	3.7	1	3.903
1478	1	Chemistry, General	83	LEC	3	1	3.429
4728	1	Chemistry, General	83	LEC	2.7	1	3.086
1725	1	Chemistry, General	83	LEC	1.7	1	1.382
